,url
1922,<a href=https://www.zomato.com/bangalore/tgi-fridays-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NTU4NDI0IiwiMTg1NDczNjgiLCI1NTY3OCIsIjE4ODcxMDQ4Iiw1MTgzMiwiNjA4OTYiLCIxODMwNDcyMSIsIjE4NzE1NDE4IiwiMTg5MjY3NDQiLCIxODYwMTYzNCIsIjE4MjI0NjUzIiwiMTg3MzkzNjIiLCIxODM1Mzc4NiIsIjE4MzA0NzQwIiwiMTg3NTQ4ODkiLCIxODgwNjkxMSIsIjE4NTQxNjQxIiwiMTg0ODc0NzkiLCIxODQ4MDAyNyIsIjE4NTc1NDg5IiwiMTg2NDA2NzgiLCIxODMwNTY0OCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=><div>Tgi Fridays</div></a>
1923,<a href=https://www.zomato.com/bangalore/simply-indian-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4ODY2NTE4IiwiMTg5MjE2NzIiLCIxODMzOTg5NyIsIjE4OTAwNTkwIiw1ODUwNiwiMTg3MjE2NDciLCIxODI0NjUwMiIsIjUxNTE4IiwiMTg4OTQ5MDAiLCIxODg1NTg4NiIsIjE4NDE0MzQxIiwiMTg1ODQyNDQiLCIxODI4OTYyNCIsIjU5NTAyIiwiMTg3MDUwNDgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Simply Indian</div></a>
1924,<a href=https://www.zomato.com/bangalore/terrace-lounge-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjUxMjQzIiwiNTEyNDIiLCIxODc1MDUyOCIsIjE4MzM5ODYxIiw1ODUzMCwiNTkyOTUiLCIxODUwMzc2NSIsIjE4NzY1MDYyIiwiMTg1MzYyOTEiLCIxODY0MjM3MSIsIjE4NzA0NTc4IiwiNTEyODMiLCIxODQyNjM5MyIsIjE4MDQ4MjIxIiwiMTgyMzI2NzYiLCIxODM2NjY4MiJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=><div>Terrace Lounge</div></a>
1925,<a href=https://www.zomato.com/bangalore/hakuna-matata-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4OTYyNzk5IiwiMTg5NjU4NDYiLCIxODg1MzcwNiIsIjE4ODA3ODUwIiw1OTQ0NiwiNTAwNjciLCIxODY3NjY4OSIsIjU2NjE5IiwiMTg2NTE1NDUiLCIxODc4MzUyNyIsIjU4Nzg2IiwiNTE1NDEiLCIxODM4NzQxMCIsIjE4OTAwMDcyIiwiNjA2ODEiLCIxODYzMTE1NiIsIjE4NjA2MDU0IiwiMTg1NzAzMDgiLCI1NjYzNSIsIjE4NDU3MDEzIiwiMTg0NTU1NzUiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Hakuna Matata</div></a>
1926,<a href=https://www.zomato.com/bangalore/brewsky-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4ODk0Mzc3IiwiMTgxOTg4NzgiLCIxODc2NTg4OCIsIjE4ODE4ODAzIiw1NjYxOSwiMTg0NTgzOTgiLCI1ODgzMyIsIjUyODMxIiwiMTg3OTU1NDciLCI1MTg1MCIsIjE4Nzc5NjUxIiwiMTg2MTU4NDMiLCIxODU1MTk0MiIsIjE4NjczNDIzIiwiMTg5MDQ1NzAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Brewsky</div></a>
1927,<a href=https://www.zomato.com/bangalore/55-wall-street-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4NjUxNTQ1IiwiMTg3ODM1MjciLCI1ODc4NiIsIjUxNTQxIiwxODM4NzQxMCwiMTg5MDAwNzIiLCI2MDY4MSIsIjE4NjMxMTU2IiwiMTg2MDYwNTQiLCIxODU3MDMwOCIsIjU2NjM1IiwiMTg0NTcwMTMiLCIxODQ1NTU3NSIsIjE4OTQ5NDQ4IiwiMTg0MjI4OTQiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>55 Wall Street</div></a>
1928,<a href=https://www.zomato.com/bangalore/crumb-together-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4NTkxOTQ3IiwiMTg4NzE3MDEiLCIxODY1NzY1NSIsIjYwOTkzIiwxODYwNjA1NCwiMTg3MzYwNTQiLCIxODcwMTcxMCIsIjE4NjIyMjkzIiwiMTgxNzMwNzAiLCI2MTA0NyIsIjE4ODAxNTg5IiwiMTg4MDE1OTciLCIxODg4ODcwOSIsIjU3MzEwIiwiMTg5MzYwMjQiLCIxODY4MzI1MyIsIjE4MjE2NjgzIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==><div>Crumb Together</div></a>
1929,<a href=https://www.zomato.com/bangalore/bottle-breacher-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4NzYyNzAyIiwiMTg1MzUwMTEiLCIxODY2NzM5OCIsIjE4NjU1NTgzIiwxODQ1NTU3NSwiMTg3MTczOTgiLCIxODc4MjU3MSIsIjE4Njc2Njg5IiwiMTg3ODI2MzYiLCIxODY4OTA2MiIsIjE4NDM1Njc4IiwiMTg3MDc1MDAiLCI1NDEyNCIsIjE4ODA2ODQyIiwiMTg5MzE0OTkiLCIxODk0ODkwOCIsIjU4Nzg2IiwiNTIyNTgiLCIxODYzMTE1NiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=><div>Bottle Breacher</div></a>
1930,<a href=https://www.zomato.com/bangalore/watsons-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4NjIwMzY5IiwiMTg1OTQ1NzMiLCIxODg5MzQzMyIsIjE4NjQ5NzQ3IiwxODIxNjY1MiwiMTg4Njc3NDMiLCIxODY5MTUxNiIsIjE4OTI4MTg1IiwiMTg0MTc1NjMiLCIxODg1MzYwOCIsIjU3NTk2IiwiNTU0NzAiLCIxODkzMzI3MCIsIjE4ODQ4NjgyIiwiMTg3MDY5MDEiLCIxODQ2MDA3NiIsIjE4Njc1Njg0IiwiMTg2NzkyODMiLCIxODM3Nzk0MSIsIjE4NjIyODAyIiwiMTg2NDI5MzMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Watson'S</div></a>
1931,<a href=https://www.zomato.com/bangalore/casa-piccosa-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4NjM1NTg1IiwiMTg4OTE0OTAiLCIxODYzMjIyNCIsIjE4NTk0OTQzIiwxODM3NzcwMCwiNjA5MDAiLCIxODQ5NDUwMyIsIjE4NjE0NzkxIiwiMTg2MTM5MDkiLCIxODc5ODg5MSIsIjE4ODAxODAwIiwiNTc4NzgiLCIxODc4OTM1NCIsIjE4NjgyOTA3IiwiMTg2ODQxNzUiLCIxODY1ODE0NiIsIjE4NjQyMzU5IiwiNTEyNDgiLCIxODYxOTMzMyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=><div>Casa Piccosa</div></a>
1932,<a href=https://www.zomato.com/bangalore/coconut-grove-1-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4MzU5OTE5IiwiNjA4ODYiLCI1MTA3MyIsIjE4NjQyMzg1IiwxODU2Mjc0NCwiMTg1ODc5MDUiLCIxODY0MjM4MSIsIjE4NzA2Nzc0IiwiNTk1MDIiLCIxODIxNjY4MyIsIjE4NjY3Mzk4IiwiMTg4NTYwMDUiLCI1MzU5MiIsIjE4OTMwMzQwIiwiNTI1MDEiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Coconut Grove</div></a>
1933,<a href=https://www.zomato.com/bangalore/turquoise-jp-nagar?context=eyJzZSI6eyJlIjpbIjUyMTc5IiwiMTg0ODAwMzQiLCIxODI4MDU4NSIsIjE4NTY1MTE2Iiw1MTYzNSwiMTg2NzA3OTMiLCIxODY2NzMxMyIsIjE4NjEwNjY4IiwiMTg0ODAwMTgiLCIxODcyNTkxNSIsIjE4NzQ3MTA2IiwiMTg3MDE5MTkiLCI1NjU2NyIsIjE4ODg0MTQ3IiwiMTgzMDQ3NDAiLCIxODg0MDg1MiJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gQmFubmVyZ2hhdHRhIFJvYWQifX0=><div>Turquoise</div></a>
1934,<a href=https://www.zomato.com/bangalore/bangalore-box-btm?context=eyJzZSI6eyJlIjpbIjUxODAwIiwiMTg4MTI2NDciLCIxODU0NTg0MCIsIjE4ODcxMTgxIiwxODU3OTM0NywiMTg1Njk3OTAiLCIxODY1NDY5NSIsIjE4ODA2NzIzIiwiMTgzOTEwMTciLCIxODg4NjEzOSIsIjE4MzYyNDI2IiwiMTg3NzA5MzQiLCI1OTg2NSIsIjU5OTQ0IiwiNjA4NTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbm5lcmdoYXR0YSBSb2FkIn19><div>Bangalore Box</div></a>
1935,<a href=https://www.zomato.com/bangalore/subz-jayanagar?context=eyJzZSI6eyJlIjpbIjE4ODg2Mjc4IiwiMTg4ODczOTAiLCIxODkwMDQyNiIsIjU4Njk0Iiw1MTgxNSwiMTg3MjkzOTIiLCIxODk0NjIxNCIsIjE4NzE2MDYxIiwiMTg2MTQ0NzYiLCIxODc5MzAxMCIsIjE4OTIyOTEzIiwiNTY1OTAiLCI2MDIyNCIsIjE4NjM4MzMwIiwiMTg4NzQyOTIiLCIxODYzNTEzMyIsIjU0ODA4IiwiMTg1MTE2MzUiLCIxODY5NDk1NCIsIjE4ODgxNzY2IiwiMTg0Mzk2NzAiLCI1OTA5MCIsIjU5ODUwIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=><div>Subz</div></a>
1936,<a href=https://www.zomato.com/bangalore/grand-village-basavanagudi?context=eyJzZSI6eyJlIjpbIjU4Njk0IiwiMTgzNzU0NzQiLCI1OTA5MCIsIjE4MzgyOTQ0IiwxODIyNDY3NiwiNTkyODkiLCIxODM3MzM4NiJdLCJ0IjoiUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIHNlcnZpbmcgQnVmZmV0In19><div>Grand Village</div></a>
1937,<a href=https://www.zomato.com/bangalore/timepass-dinner-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4Mzc1NDc0IiwiNTkwOTAiLCIxODM4Mjk0NCIsIjE4MjI0Njc2Iiw1OTI4OSwiMTgzNzMzODYiXSwidCI6IlJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSBzZXJ2aW5nIEJ1ZmZldCJ9fQ==><div>Timepass Dinner</div></a>
1938,<a href=https://www.zomato.com/bangalore/mgs-fine-dining-bar-springs-hotel-spa-basavanagudi?context=eyJzZSI6eyJlIjpbIjUxODE1IiwiMTg5MDM0OTIiLCIxODIyNDY3NiIsIjU5Mjg5Iiw1NDMzMCwiNTE1MjMiLCI1NTAwMCIsIjU1Mzk3IiwiNTg2OTQiLCIxODg1OTU4MiIsIjU5MDkwIiwiMTgyMjQ2MzciLCIxODE0ODk1MyIsIjUyMTQwIiwiNjA1NjkiXSwidCI6IlJlc3RhdXJhbnRzIGluIEJhc2F2YW5hZ3VkaSBzZXJ2aW5nIEJ1ZmZldCJ9fQ==><div>Mg'S Fine Dining & Bar - Springs Hotel & Spa</div></a>
1939,<a href=https://www.zomato.com/bangalore/1947-banashankari?context=eyJzZSI6eyJlIjpbIjE4ODY2NDc4IiwiMTg3NDMwMjkiLCIxODcyNjE3NCIsIjE4NzI3OTQxIiw1MDAwMSwiNTY0NTYiLCI1MTczMyIsIjE4NzQ1ODg1IiwiNTk1MjEiLCIxODU4NjIzOCIsIjE4ODIxNzY1IiwiMTg4Nzg5ODIiLCI2MDU4NSIsIjE4OTAyNjM4IiwiMTgzMDYyMDgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>1947</div></a>
1940,<a href=https://www.zomato.com/bangalore/chutney-chang-jayanagar?context=eyJzZSI6eyJlIjpbIjE4NzI4OTc2IiwiNTg1OTIiLCIxODc4NTY0MCIsIjUxNDkwIiw1NTAwMCwiMTg2NDgwNjEiLCIxODY1MDgwOCIsIjUyMzg5IiwiMTg3MTM4MzkiLCIxODE0ODk0MSIsIjE4NjE5NDM0IiwiMTg0MjM0MTQiLCIxODgzOTUxNyIsIjE4NzI3MzI1IiwiNTc5NTkiLCIxODg1ODAwNSIsIjE3OTc4MzUyIiwiMTgzODI5MTMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Chutney Chang</div></a>
1941,<a href=https://www.zomato.com/bangalore/empire-restaurant-jayanagar?context=eyJzZSI6eyJlIjpbIjU5MDg2IiwiMTgzNTk5MTgiLCIxODYxODM0MyIsIjU3MzI1Iiw1NTM5NywiMTg1NjMwOTciLCI1Njg4MyIsIjE4MzA3ODA2IiwiNTg2MzYiLCI1MzYwMSIsIjE4NTY1Njc5IiwiMTg1NTk4OTciLCIxODY5NzIxMSIsIjUyMjU1IiwiNTEzNDgiLCIxODM3MTI3MiIsIjE4NzgyMjA5IiwiMTg3ODc4ODMiLCIxODA4OTY4MiIsIjE4NTIxOTEyIiwiNTYwOTgiLCIxODA4OTY5MyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19><div>Empire Restaurant</div></a>
1942,<a href=https://www.zomato.com/bangalore/jalsa-banashankari?context=eyJzZSI6eyJlIjpbNTg2OTQsIjE4Mzc1NDc0IiwiNTkwOTAiLCIxODM4Mjk0NCIsIjE4MjI0Njc2IiwiNTkyODkiLCIxODM3MzM4NiJdLCJ0IjoiUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIHNlcnZpbmcgQnVmZmV0In19><div>Jalsa</div></a>
1943,<a href=https://www.zomato.com/bangalore/udupi-sri-krishna-cafe-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODAyNzg5IiwiMTg4MDA0OTEiLCIxODg3MTA4OCIsIjE4ODg1ODE1IiwxODg1OTU4MiwiMTg4NTk2MjUiLCIxODg2NTc4MiIsIjE4ODY2ODY4IiwiMTg4NjU1ODgiLCIxODg0MDQxMyIsIjE4ODQ4OTM4IiwiMTg3NjMwMTgiLCIxODkzMDUzMiIsIjE4ODkwOTQwIiwiMTg4ODYyNzgiLCIxODg4NzM5MCIsIjE4OTAwNDI2IiwiNTg2OTQiLCI1MTgxNSIsIjE4NzI5MzkyIiwiMTg5NDYyMTQiLCIxODcxNjA2MSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19><div>Udupi Sri Krishna Cafe</div></a>
1944,<a href=https://www.zomato.com/SanchurroBangalore?context=eyJzZSI6eyJlIjpbIjU4Njk0IiwiMTgzNzU0NzQiLDU5MDkwLCIxODM4Mjk0NCIsIjE4MjI0Njc2IiwiNTkyODkiLCIxODM3MzM4NiJdLCJ0IjoiUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIHNlcnZpbmcgQnVmZmV0In19><div>San Churro Cafe</div></a>
1945,<a href=https://www.zomato.com/bangalore/tree-top-wilson-garden?context=eyJzZSI6eyJlIjpbIjU1Mzk3IiwiNTg2OTQiLCIxODg1OTU4MiIsIjU5MDkwIiwxODIyNDYzNywiMTgxNDg5NTMiLCI1MjE0MCIsIjYwNTY5Il0sInQiOiJSZXN0YXVyYW50cyBpbiBCYXNhdmFuYWd1ZGkgc2VydmluZyBCdWZmZXQifX0=><div>Tree Top</div></a>
1946,<a href=https://www.zomato.com/bangalore/samskruti-sanman-gardenia-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjYwMjcwIiwiNjA5MTkiLCI2MTQxNCIsIjYwNTI4IiwxODE0ODk1MywiMTg1NzI5NTIiLCIxODU1NjAyMSIsIjE4NTAzMDgwIiwiNTQxNzciLCIxODg5NDkzNSIsIjE4NDEyNDEyIiwiNTA0NTYiLCIxODU1OTIxMSIsIjE4ODg2ODUxIiwiMTg2NTEzMzciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Samskruti - Sanman Gardenia</div></a>
1947,<a href=https://www.zomato.com/bangalore/the-sofraah-kebabs-kurries-eden-park-restaurants-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODU5NTgyIiwiNTkwOTAiLCIxODIyNDYzNyIsIjE4MTQ4OTUzIiw1MjE0MCwiNjA1NjkiXSwidCI6IlJlc3RhdXJhbnRzIGluIEJhc2F2YW5hZ3VkaSBzZXJ2aW5nIEJ1ZmZldCJ9fQ==><div>The Sofraah Kebabs & Kurries - Eden Park Restaurants</div></a>
1948,<a href=https://www.zomato.com/bangalore/the-yellow-chilli-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjU5MDkwIiwiMTgyMjQ2MzciLCIxODE0ODk1MyIsIjUyMTQwIiw2MDU2OV0sInQiOiJSZXN0YXVyYW50cyBpbiBCYXNhdmFuYWd1ZGkgc2VydmluZyBCdWZmZXQifX0=><div>The Yellow Chilli</div></a>
1949,<a href=https://www.zomato.com/bangalore/tea-villa-cafe-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbMTg4MDkwOTksIjE4Nzk5MzQyIiwiMTg1OTc0MTQiLCIxODQzOTY3MCIsIjU1MDkwIiwiNTc0MzUiLCIxODUxNDA2NSIsIjUxNzg4IiwiMTg1MjQ4NjMiLCI1MDIxOCIsIjE4NDY3NzYxIl0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCYXNhdmFuYWd1ZGkifX0=><div>Tea Villa Cafe</div></a>
1950,<a href=https://www.zomato.com/bangalore/cafe-cosy-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODA5MDk5IiwxODc5OTM0MiwiMTg1OTc0MTQiLCIxODQzOTY3MCIsIjU1MDkwIiwiNTc0MzUiLCIxODUxNDA2NSIsIjUxNzg4IiwiMTg1MjQ4NjMiLCI1MDIxOCIsIjE4NDY3NzYxIiwiMTg2MDI5NDYiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==><div>Cafe Cosy</div></a>
1951,<a href=https://www.zomato.com/bangalore/onesta-banashankari?context=eyJzZSI6eyJlIjpbMTg1NjU2NzksIjE4NTkzMDQ0IiwiMTgxNDg5NDEiLCIxODQ3MDc3MSIsIjE4NzE2MDYxIiwiMTg2MzI5NzciLCIxODIwMjk5NyIsIjU5MDkwIiwiMTg1NTkyMTEiLCIxODMyMzYzOSIsIjE4NTc0Mjc3Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCYW5hc2hhbmthcmkifX0=><div>Onesta</div></a>
1952,<a href=https://www.zomato.com/bangalore/steaming-mugs-basavanagudi?context=eyJzZSI6eyJlIjpbIjU0ODA4IiwiMTg1MTE2MzUiLCIxODY5NDk1NCIsIjE4ODgxNzY2IiwxODQzOTY3MCwiNTkwOTAiLCI1OTg1MCIsIjE4NTQwNjM5IiwiNTE0NTgiLCI2MDgzNCIsIjE4NjQzNTM0IiwiMTgyNDQzMTIiLCI1MTQwNyIsIjE4NjUzNTE2IiwiMTgxNTQ4OTQiLCI1NDMyMyIsIjE4OTI5OTE3IiwiNTkyNTEiLCI1NjgwNCIsIjE4ODY3MTIyIiwiNTQzNTIiLCIxODYzMjk3NyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19><div>Steaming Mugs</div></a>
1953,<a href=https://www.zomato.com/bangalore/srinathjis-cafe-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NTkzNTE5IiwiMTg1MDAwMjAiLCIxODg0NDI2MCIsIjU3OTk0Iiw1NTA5MCwiNTc0MzUiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Srinathji'S Cafe</div></a>
1954,<a href=https://www.zomato.com/bangalore/redberrys-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NTAwMDIwIiwiMTg4NDQyNjAiLCI1Nzk5NCIsIjU1MDkwIiw1NzQzNV0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCYW5hc2hhbmthcmkifX0=><div>Redberrys</div></a>
1955,<a href=https://www.zomato.com/bangalore/cafe-aira-basavanagudi?context=eyJzZSI6eyJlIjpbIjU1OTgxIiwiMTg2Mjg0NTIiLCI1MjI3MyIsIjE4NjM1MTU4IiwxODUxNDA2NSwiMTg4Nzc0NjMiLCIxODU5MzA0NCIsIjE4MjYzNDMzIiwiMTgyNzgyMzEiLCIxODMyMzYzOSIsIjE4MjIxNTcwIiwiMTgxNjAwODEiLCIxODM0MDg5NSIsIjE4NTc3NjgwIiwiNTA3NTEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>Cafe Aira</div></a>
1956,<a href=https://www.zomato.com/bangalore/cafe-mondo-basavanagudi?context=eyJzZSI6eyJlIjpbIjUwODQzIiwiNTEwOTUiLCI1MDYzNiIsIjUwODk2Iiw1MTc4OCwiNTIwNDMiLCI1MjkxOCIsIjYwNzg2IiwiNTM2MzQiLCI1MzIyMCIsIjUzNjI2IiwiNTQ0MTUiLCI1NDUzMCIsIjU0Mjc4IiwiNTUzMDEiLCI1NTQ5MiIsIjU0NzkyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=><div>Cafe Mondo</div></a>
1957,<a href=https://www.zomato.com/bangalore/1980s-games-cafe-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NTI5MTUwIiwiMTg1NDEyNTYiLCIxODU0MTYzOCIsIjE4NTQxNTcyIiwxODUyNDg2MywiMTg1MjM5NDAiLCIxODU1MjI1MSIsIjE4NTQ3MjkwIiwiMTg1Mzc3ODkiLCIxODYwMzQ3NCIsIjE4NjA1OTg3IiwiMTg2MDUyOTMiLCIxODYwODY0NSIsIjE4NjExODA3IiwiMTg2MTIxMzUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==><div>1980S Games Cafe</div></a>
1958,<a href=https://www.zomato.com/bangalore/cafe-coffee-day-1-banashankari?context=eyJzZSI6eyJlIjpbIjE4NzIzNDk0IiwiMTg4NjcxMjIiLCIxODY4ODQ4OSIsIjE4NTI5MDkwIiw1NjE2NiwiNjA5MTkiLCIxODM5Njc2MCIsIjE4NTkzNTE5IiwiMTg1MDAwMjAiLCIxODg0NDI2MCIsIjU3OTk0IiwiNTUwOTAiLCI1NzQzNSJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmFuYXNoYW5rYXJpIn19><div>Cafe Coffee Day</div></a>
1959,<a href=https://www.zomato.com/bangalore/go-native-jayanagar?context=eyJzZSI6eyJlIjpbIjE4NTE0MDY1IiwiNTE3ODgiLCIxODUyNDg2MyIsIjUwMjE4IiwxODQ2Nzc2MSwiMTg2MDI5NDYiLCI2MDIyOSIsIjE4NDM2MjI1IiwiMTg4OTgxMDciLCIxODcyMDg3NyIsIjE4NTUzMTY3IiwiMTg2NTM1MTYiLCIxODcxNjA2MSIsIjU5NjcwIiwiMTg1OTMwNDQiLCIxODcwMTc1NiIsIjE4MTQ4OTQxIiwiMTg1NjYxMjEiLCIxODY1NDEzNyJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmFzYXZhbmFndWRpIn19><div>Go Native</div></a>
1960,<a href=https://www.zomato.com/bangalore/alchemy-coffee-roasters-jayanagar?context=eyJzZSI6eyJlIjpbIjUxNzg4IiwiMTg1MjQ4NjMiLCI1MDIxOCIsIjE4NDY3NzYxIiwxODYwMjk0NiwiNjAyMjkiLCIxODQzNjIyNSIsIjE4ODk4MTA3IiwiMTg3MjA4NzciLCIxODU1MzE2NyIsIjE4NjUzNTE2IiwiMTg3MTYwNjEiLCI1OTY3MCIsIjE4NTkzMDQ0IiwiMTg3MDE3NTYiLCIxODE0ODk0MSIsIjE4NTY2MTIxIiwiMTg2NTQxMzciXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==><div>Alchemy Coffee Roasters</div></a>
1961,<a href=https://www.zomato.com/bangalore/rooftop-cafe-jayanagar?context=eyJzZSI6eyJlIjpbIjE4NTI0ODYzIiwiNTAyMTgiLCIxODQ2Nzc2MSIsIjE4NjAyOTQ2Iiw2MDIyOSwiMTg0MzYyMjUiLCIxODg5ODEwNyIsIjE4NzIwODc3IiwiMTg1NTMxNjciLCIxODY1MzUxNiIsIjE4NzE2MDYxIiwiNTk2NzAiLCIxODU5MzA0NCIsIjE4NzAxNzU2IiwiMTgxNDg5NDEiLCIxODU2NjEyMSIsIjE4NjU0MTM3Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCYXNhdmFuYWd1ZGkifX0=><div>Rooftop Cafe</div></a>
1962,<a href=https://www.zomato.com/bangalore/enerjuvate-studio-cafe-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjUwMjE4IiwiMTg0Njc3NjEiLCIxODYwMjk0NiIsIjYwMjI5IiwxODQzNjIyNSwiMTg4OTgxMDciLCIxODcyMDg3NyIsIjE4NTUzMTY3IiwiMTg2NTM1MTYiLCIxODcxNjA2MSIsIjU5NjcwIiwiMTg1OTMwNDQiLCIxODcwMTc1NiIsIjE4MTQ4OTQxIiwiMTg1NjYxMjEiLCIxODY1NDEzNyJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmFzYXZhbmFndWRpIn19><div>Enerjuvate Studio & Cafe</div></a>
1963,<a href=https://www.zomato.com/bangalore/the-caramelts-cafe-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjAyOTQ2IiwiNjAyMjkiLCIxODQzNjIyNSIsIjE4ODk4MTA3IiwxODcyMDg3NywiMTg1NTMxNjciLCIxODY1MzUxNiIsIjE4NzE2MDYxIiwiNTk2NzAiLCIxODU5MzA0NCIsIjE4NzAxNzU2IiwiMTgxNDg5NDEiLCIxODU2NjEyMSIsIjE4NjU0MTM3IiwiNTkwOTAiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==><div>The Caramelts Cafe</div></a>
